tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr27410,53, Private, 126592, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 7688, 0, 40, United-States, >50K
tr27411,47, Private, 70754, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27412,50, Private, 138852, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 4650, 0, 22, United-States, <=50K
tr27413,32, Private, 175856, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27414,40, Private, 193494, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 46, United-States, <=50K
tr27415,41, Private, 104334, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27416,47, Federal-gov, 197332, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27417,21, Private, 205844, Some-college, 10, Never-married, Sales, Own-child, Black, Female, 0, 0, 25, United-States, <=50K
tr27418,45, Local-gov, 206459, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K
tr27419,68, Without-pay, 174695, Some-college, 10, Married-spouse-absent, Farming-fishing, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
tr27420,44, Private, 183342, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
tr27421,49, Private, 105614, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27422,45, Private, 329603, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Poland, >50K
tr27423,41, Private, 77373, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1848, 65, United-States, >50K
tr27424,29, Private, 207473, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr27425,46, Private, 149161, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, ?, <=50K
tr27426,19, Private, 311974, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 25, Mexico, <=50K
tr27427,56, Private, 175127, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27428,55, Self-emp-not-inc, 111625, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr27429,29, Private, 48895, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr27430,21, Private, 27049, HS-grad, 9, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr27431,38, Private, 108907, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, ?, <=50K
tr27432,52, Private, 94988, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr27433,22, Private, 218343, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr27434,20, Private, 227626, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr27435,31, Private, 272856, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 50, England, <=50K
tr27436,39, Private, 30916, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27437,55, Private, 276229, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27438,35, Private, 289106, Assoc-acdm, 12, Separated, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr27439,67, ?, 39100, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 5, United-States, <=50K
tr27440,61, Private, 147280, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
tr27441,18, Private, 187770, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr27442,51, State-gov, 213296, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27443,37, Self-emp-not-inc, 107410, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27444,21, ?, 170272, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
tr27445,32, Private, 86808, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States, <=50K
tr27446,48, Private, 149210, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Male, 0, 0, 45, United-States, <=50K
tr27447,62, Private, 123411, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 53, United-States, <=50K
tr27448,21, ?, 306779, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27449,28, Private, 487347, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr27450,19, Private, 283945, 10th, 6, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 1602, 45, United-States, <=50K
tr27451,20, Private, 375698, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr27452,41, Private, 271753, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27453,29, Private, 251854, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr27454,47, Private, 264052, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr27455,43, State-gov, 28451, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States, >50K
tr27456,20, Private, 282604, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 20, United-States, <=50K
tr27457,29, Private, 185908, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 55, United-States, >50K
tr27458,51, Federal-gov, 198186, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
tr27459,40, Private, 242521, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27460,26, Private, 337940, 5th-6th, 3, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
tr27461,30, Private, 212064, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr27462,36, Private, 129263, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27463,68, Local-gov, 144761, HS-grad, 9, Widowed, Protective-serv, Not-in-family, White, Male, 0, 1668, 20, United-States, <=50K
tr27464,42, Private, 109912, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
tr27465,43, Private, 187795, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
tr27466,20, Private, 173724, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr27467,43, Private, 185129, Bachelors, 13, Divorced, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27468,53, Private, 73134, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 60, United-States, >50K
tr27469,45, Private, 236040, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27470,39, Private, 74194, HS-grad, 9, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr27471,31, Local-gov, 102130, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr27472,23, Private, 140915, Some-college, 10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 25, Philippines, <=50K
tr27473,69, ?, 107575, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 2964, 0, 35, United-States, <=50K
tr27474,38, State-gov, 34364, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27475,37, Self-emp-not-inc, 258037, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, Cuba, >50K
tr27476,18, Private, 391585, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr27477,41, Self-emp-not-inc, 233130, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, Mexico, <=50K
tr27478,30, Private, 101345, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 3103, 0, 55, United-States, >50K
tr27479,23, ?, 32897, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr27480,26, Private, 248612, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr27481,37, Private, 212465, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27482,25, Private, 198587, Some-college, 10, Never-married, Tech-support, Not-in-family, Black, Female, 2174, 0, 50, United-States, <=50K
tr27483,33, Private, 405913, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Peru, >50K
tr27484,37, Private, 588003, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
tr27485,31, Private, 46807, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27486,27, Private, 210498, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States, <=50K
tr27487,35, Private, 206951, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27488,28, Self-emp-not-inc, 237466, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 30, United-States, >50K
tr27489,59, Private, 279636, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, Guatemala, <=50K
tr27490,42, Private, 29320, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27491,50, Private, 271262, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27492,27, ?, 29361, Assoc-acdm, 12, Never-married, ?, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr27493,32, Private, 76773, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27494,27, Private, 109004, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
tr27495,43, Private, 226902, Bachelors, 13, Divorced, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr27496,46, Private, 176552, 11th, 7, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K
tr27497,41, Private, 182303, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27498,20, Private, 218215, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr27499,57, Private, 165695, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, ?, >50K
tr27500,46, Self-emp-not-inc, 51271, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 4386, 0, 70, United-States, <=50K
tr27501,45, Private, 96100, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr27502,29, Local-gov, 82393, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male, 0, 1590, 45, United-States, <=50K
tr27503,23, Private, 248978, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr27504,46, Private, 254367, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 1590, 48, United-States, <=50K
tr27505,55, ?, 200235, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27506,58, Private, 94429, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27507,38, Private, 87282, Assoc-voc, 11, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
tr27508,29, Private, 119793, Some-college, 10, Never-married, Sales, Other-relative, White, Male, 0, 0, 50, United-States, <=50K
tr27509,57, ?, 85815, HS-grad, 9, Divorced, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, United-States, <=50K
tr27510,26, Local-gov, 197764, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27511,42, Private, 306982, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
tr27512,61, Private, 80896, HS-grad, 9, Separated, Transport-moving, Unmarried, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K
tr27513,31, Private, 197886, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K
tr27514,43, Private, 355728, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27515,47, Private, 121124, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr27516,51, State-gov, 193720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 56, United-States, >50K
tr27517,24, Private, 34506, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27518,25, Private, 326370, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 38, ?, <=50K
tr27519,22, ?, 269221, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27520,38, Private, 63509, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27521,48, Private, 148254, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 16, United-States, >50K
tr27522,33, Private, 190511, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
tr27523,46, Private, 268022, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, ?, >50K
tr27524,18, Private, 20057, 7th-8th, 4, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
tr27525,52, Private, 206862, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27526,46, Private, 189498, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 45, United-States, >50K
tr27527,28, Private, 166320, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27528,37, Private, 289886, Some-college, 10, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 30, Vietnam, <=50K
tr27529,23, ?, 86337, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr27530,45, Local-gov, 54190, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27531,17, Private, 147069, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 16, United-States, <=50K
tr27532,56, Private, 282023, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27533,38, Self-emp-inc, 379485, Assoc-acdm, 12, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
tr27534,81, Private, 129338, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 10, United-States, <=50K
tr27535,22, Private, 99829, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr27536,43, State-gov, 182254, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27537,31, Private, 109428, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 1740, 40, United-States, <=50K
tr27538,42, Self-emp-not-inc, 351161, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
tr27539,66, ?, 210750, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27540,50, Private, 132716, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27541,31, Private, 242984, Some-college, 10, Separated, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27542,35, Private, 101509, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27543,21, ?, 509629, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr27544,36, Private, 119957, Bachelors, 13, Separated, Other-service, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
tr27545,33, Private, 69727, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr27546,36, Private, 204590, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 213, 40, United-States, <=50K
tr27547,37, ?, 50862, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr27548,50, Private, 182907, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr27549,55, Private, 206487, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27550,29, Private, 168015, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27551,24, Private, 149396, Some-college, 10, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 30, Haiti, <=50K
tr27552,39, Federal-gov, 184964, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
tr27553,34, Private, 398988, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27554,29, Private, 128777, 7th-8th, 4, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
tr27555,60, Private, 252413, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 32, United-States, >50K
tr27556,33, Private, 181372, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
tr27557,58, Private, 216851, 9th, 5, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, El-Salvador, <=50K
tr27558,27, Private, 106935, Some-college, 10, Separated, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27559,46, State-gov, 363875, Some-college, 10, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
tr27560,63, Private, 287277, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27561,38, Self-emp-not-inc, 172342, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr27562,23, Private, 308498, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr27563,29, Private, 122127, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 8614, 0, 40, United-States, >50K
tr27564,31, Private, 106437, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 60, United-States, >50K
tr27565,45, Self-emp-inc, 201699, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
tr27566,42, Private, 282062, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27567,48, Private, 235108, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27568,33, Private, 339482, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27569,24, Private, 181820, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27570,50, Private, 269095, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27571,46, Private, 58683, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K
tr27572,35, Self-emp-not-inc, 89508, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3908, 0, 60, United-States, <=50K
tr27573,19, Private, 100999, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr27574,18, Private, 34125, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 28, United-States, <=50K
tr27575,20, Private, 115057, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27576,42, Private, 139126, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27577,46, Private, 104632, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, >50K
tr27578,40, Federal-gov, 178866, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
tr27579,54, Private, 139850, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 45, United-States, >50K
tr27580,28, Private, 61435, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr27581,38, Private, 309230, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27582,28, Private, 45613, Some-college, 10, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27583,31, Private, 54318, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr27584,27, Private, 165519, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27585,45, Private, 48495, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K
tr27586,38, Private, 143123, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27587,67, Self-emp-not-inc, 431426, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 20051, 0, 4, United-States, >50K
tr27588,75, Private, 256474, Masters, 14, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K
tr27589,41, Private, 191451, Masters, 14, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 60, United-States, >50K
tr27590,37, Private, 99146, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
tr27591,47, Private, 235986, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 50, Cuba, <=50K
tr27592,34, Local-gov, 429897, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, Mexico, >50K
tr27593,25, Private, 189897, HS-grad, 9, Married-civ-spouse, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr27594,52, Private, 145155, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr27595,27, State-gov, 192257, HS-grad, 9, Never-married, Protective-serv, Own-child, White, Male, 2174, 0, 40, United-States, <=50K
tr27596,35, Private, 194960, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, Other, Male, 0, 0, 40, Puerto-Rico, <=50K
tr27597,44, Local-gov, 357814, 12th, 8, Married-civ-spouse, Other-service, Other-relative, White, Female, 0, 0, 35, Mexico, <=50K
tr27598,27, Local-gov, 137629, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 80, United-States, >50K
tr27599,42, Private, 156526, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 33, United-States, <=50K
tr27600,26, Private, 189238, 9th, 5, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, El-Salvador, <=50K
tr27601,23, Private, 202989, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Canada, <=50K
tr27602,28, Private, 25684, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
tr27603,38, Self-emp-not-inc, 192939, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr27604,28, Private, 138692, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr27605,29, Private, 222249, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr27606,56, Self-emp-not-inc, 201318, 9th, 5, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 3411, 0, 50, Columbia, <=50K
tr27607,23, ?, 190650, Bachelors, 13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 35, United-States, <=50K
tr27608,30, Private, 56004, Some-college, 10, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr27609,48, Private, 182313, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr27610,45, Self-emp-not-inc, 138962, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 72, ?, <=50K
tr27611,38, Private, 277248, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, Cuba, >50K
tr27612,24, Private, 125031, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr27613,47, State-gov, 216414, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr27614,22, Private, 171176, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 48, ?, <=50K
tr27615,29, Private, 356133, Some-college, 10, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr27616,45, Private, 185397, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr27617,24, Private, 308285, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
