tst1,23, Private, 122272, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States,?
tst1196,49, Private, 334787, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1197,38, Private, 190759, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1198,38, Private, 203138, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 50, United-States,?
tst1199,50, Self-emp-not-inc, 145419, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 45, United-States,?
tst1200,59, Self-emp-inc, 200453, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1201,34, Private, 37210, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 50, United-States,?
tst1202,75, Private, 316119, Some-college, 10, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, United-States,?
tst1203,21, State-gov, 99199, Masters, 14, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 15, United-States,?
tst1204,19, Private, 102723, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1205,32, Local-gov, 186784, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 5013, 0, 45, United-States,?
tst1206,65, ?, 191380, 10th, 6, Married-civ-spouse, ?, Husband, White, Male, 9386, 0, 50, United-States,?
tst1207,57, Private, 104272, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1208,32, Private, 222205, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1209,49, Self-emp-not-inc, 56841, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States,?
tst1210,60, Private, 121127, 10th, 6, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1211,54, State-gov, 137065, Doctorate, 16, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1212,31, Private, 231826, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 52, Mexico,?
tst1213,29, Private, 349116, HS-grad, 9, Separated, Sales, Unmarried, White, Female, 0, 0, 25, United-States,?
tst1214,21, Private, 113106, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States,?
tst1215,30, Private, 231620, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, Mexico,?
tst1216,46, Private, 368561, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States,?
tst1217,32, Private, 209317, HS-grad, 9, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, ?,?
tst1218,19, Private, 118306, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 16, United-States,?
tst1219,37, Local-gov, 108320, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States,?
tst1220,17, Private, 153021, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States,?
tst1221,33, Private, 178587, Some-college, 10, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 37, United-States,?
tst1222,57, Private, 112840, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst1223,29, ?, 142443, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 25, United-States,?
tst1224,57, Private, 121362, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 2258, 38, United-States,?
tst1225,21, Private, 355287, 9th, 5, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, Mexico,?
tst1226,62, ?, 141218, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States,?
tst1227,35, Self-emp-not-inc, 60269, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1228,33, Private, 121488, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1229,54, Private, 88019, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst1230,39, Private, 176101, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1231,63, Private, 308028, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 5013, 0, 40, United-States,?
tst1232,27, Private, 191230, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 25, United-States,?
tst1233,25, Local-gov, 295289, HS-grad, 9, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States,?
tst1234,40, Private, 46990, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 20, United-States,?
tst1235,40, Self-emp-not-inc, 406811, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1236,19, Private, 361341, 12th, 8, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 25, Thailand,?
tst1237,33, Local-gov, 175509, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst1238,38, Private, 171344, 11th, 7, Married-spouse-absent, Transport-moving, Own-child, White, Male, 0, 0, 36, Mexico,?
tst1239,23, Private, 240049, Preschool, 1, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Laos,?
tst1240,25, Private, 385646, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst1241,24, State-gov, 330836, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst1242,46, Private, 364548, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 8614, 0, 40, United-States,?
tst1243,34, Private, 195602, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States,?
tst1244,44, State-gov, 193524, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States,?
tst1245,39, Private, 337898, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst1246,29, Private, 82242, Prof-school, 15, Never-married, Prof-specialty, Unmarried, White, Male, 27828, 0, 45, Germany,?
tst1247,47, Private, 185866, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, ?,?
tst1248,31, Private, 159589, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 85, United-States,?
tst1249,56, Private, 147202, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, Germany,?
tst1250,54, Local-gov, 196307, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1251,22, Private, 147253, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 15, United-States,?
tst1252,58, Private, 374108, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1253,32, Private, 93930, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1254,62, Private, 213321, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1255,54, Private, 447555, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst1256,56, Private, 178353, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1257,33, Local-gov, 422718, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1258,36, Self-emp-not-inc, 224886, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 2407, 0, 40, United-States,?
tst1259,34, State-gov, 20057, Some-college, 10, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 38, Philippines,?
tst1260,27, State-gov, 312692, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 12, United-States,?
tst1261,34, Private, 123270, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1262,35, ?, 195946, Some-college, 10, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst1263,29, Private, 130438, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1264,34, Private, 293900, 11th, 7, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male, 0, 0, 55, United-States,?
tst1265,31, Private, 377374, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, Japan,?
tst1266,53, Local-gov, 103995, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 1876, 54, United-States,?
tst1267,17, ?, 47407, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 10, United-States,?
tst1268,58, Private, 225394, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States,?
tst1269,52, Private, 123011, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1270,37, Private, 186808, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1271,27, Private, 142075, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States,?
tst1272,67, ?, 150264, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, Canada,?
tst1273,58, Self-emp-inc, 78634, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst1274,17, ?, 64785, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States,?
tst1275,73, Private, 173047, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, United-States,?
tst1276,29, Private, 367329, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1277,75, ?, 222789, Bachelors, 13, Widowed, ?, Not-in-family, White, Female, 0, 0, 6, United-States,?
tst1278,70, ?, 133248, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 14, United-States,?
tst1279,21, Private, 212114, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 8, United-States,?
tst1280,41, Self-emp-not-inc, 100800, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 70, United-States,?
tst1281,19, Private, 407759, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States,?
tst1282,33, Private, 341187, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1283,68, Self-emp-not-inc, 166083, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1284,34, Private, 226443, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States,?
tst1285,32, Private, 273241, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst1286,42, Local-gov, 97277, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1287,18, ?, 344742, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States,?
tst1288,32, Private, 204374, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1289,51, Local-gov, 123325, Prof-school, 15, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1290,18, Private, 322999, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States,?
tst1291,21, Private, 187643, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1292,50, Private, 93730, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst1293,45, Private, 174533, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 50, United-States,?
tst1294,48, Private, 26490, Bachelors, 13, Widowed, Other-service, Unmarried, White, Female, 0, 0, 20, United-States,?
tst1295,68, ?, 286869, 7th-8th, 4, Widowed, ?, Not-in-family, White, Female, 0, 1668, 40, ?,?
tst1296,24, Local-gov, 103277, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 50, United-States,?
tst1297,18, Private, 201871, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States,?
tst1298,27, ?, 280699, Some-college, 10, Never-married, ?, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1299,46, Private, 325372, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1300,36, Private, 272944, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States,?
tst1301,57, Self-emp-inc, 376230, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 40, United-States,?
tst1302,54, Private, 271160, Assoc-voc, 11, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1303,58, Private, 205410, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1304,25, Private, 104993, 9th, 5, Never-married, Handlers-cleaners, Own-child, Black, Male, 2907, 0, 40, United-States,?
tst1305,60, Self-emp-not-inc, 38622, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1306,25, Private, 169679, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1307,20, Private, 212582, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States,?
tst1308,27, Private, 99897, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1309,28, Private, 186720, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 50, United-States,?
tst1310,58, Private, 256274, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1311,51, Local-gov, 155118, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 70, United-States,?
tst1312,44, State-gov, 166597, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1313,20, Private, 204641, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States,?
tst1314,40, Private, 120277, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1315,28, Private, 90915, Bachelors, 13, Married-spouse-absent, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1316,53, Federal-gov, 290290, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1317,34, Private, 159442, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst1318,21, Private, 252024, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 20, Mexico,?
tst1319,35, Private, 407913, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1320,73, ?, 139049, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 22, United-States,?
tst1321,49, Private, 340755, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1322,35, Self-emp-not-inc, 468713, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1323,27, Federal-gov, 257124, Bachelors, 13, Never-married, Transport-moving, Other-relative, White, Male, 0, 0, 35, United-States,?
tst1324,52, Private, 260938, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1325,42, Private, 210525, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1326,62, Private, 197514, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 16, United-States,?
tst1327,27, Private, 706026, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1328,62, Private, 77884, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst1329,36, Local-gov, 110791, Assoc-acdm, 12, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1330,47, Self-emp-inc, 205100, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, Germany,?
tst1331,32, Self-emp-inc, 103078, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1332,22, Private, 190916, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States,?
tst1333,51, Private, 310774, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst1334,28, Private, 99478, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States,?
tst1335,40, Private, 266803, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1336,36, State-gov, 196348, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1337,49, Private, 357540, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States,?
tst1338,36, Private, 257380, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 35, United-States,?
tst1339,42, Local-gov, 255847, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1340,29, Private, 186733, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1341,25, Private, 182227, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst1342,44, Private, 210648, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1343,66, Private, 236879, Preschool, 1, Widowed, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, Guatemala,?
tst1344,34, Self-emp-not-inc, 204052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1345,52, Private, 99184, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1346,28, Self-emp-not-inc, 294398, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1347,48, Self-emp-not-inc, 117849, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1348,46, Federal-gov, 330901, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States,?
tst1349,36, State-gov, 243666, HS-grad, 9, Divorced, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States,?
tst1350,32, Private, 147284, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1351,65, Private, 461715, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 25, ?,?
tst1352,30, Private, 182714, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, England,?
tst1353,32, State-gov, 190577, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States,?
tst1354,43, Private, 219424, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 50, United-States,?
tst1355,55, Private, 169071, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States,?
tst1356,34, Private, 108837, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1357,20, Private, 204641, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst1358,26, Private, 339324, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 96, United-States,?
tst1359,75, Self-emp-inc, 81534, HS-grad, 9, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, United-States,?
tst1360,39, Self-emp-not-inc, 50096, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States,?
tst1361,33, Self-emp-not-inc, 173495, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1362,31, Private, 137367, 11th, 7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, India,?
tst1363,32, Private, 74883, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines,?
tst1364,28, Private, 261278, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1365,61, ?, 167284, 7th-8th, 4, Widowed, ?, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1366,34, Private, 111415, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States,?
tst1367,41, Private, 222504, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 38, United-States,?
tst1368,60, Private, 159049, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 70, Germany,?
tst1369,32, Private, 115989, 11th, 7, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 60, United-States,?
tst1370,43, Private, 174575, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1371,57, ?, 188877, 9th, 5, Divorced, ?, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1372,37, Private, 324947, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1373,20, Private, 250165, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1374,38, Private, 109231, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1375,65, Private, 178934, HS-grad, 9, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 20, Jamaica,?
tst1376,34, Self-emp-not-inc, 156890, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1377,62, Local-gov, 115763, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States,?
tst1378,31, Local-gov, 199368, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 50, United-States,?
tst1379,18, Private, 434430, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1380,29, Self-emp-not-inc, 229341, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1381,48, Private, 147860, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female, 0, 0, 40, United-States,?
tst1382,34, Federal-gov, 284703, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 52, United-States,?
tst1383,41, Private, 131591, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 45, United-States,?
tst1384,31, Private, 74501, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 30, United-States,?
tst1385,24, Private, 275395, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States,?
tst1386,39, Private, 150057, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States,?
tst1387,41, Private, 157025, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 40, United-States,?
tst1388,26, Private, 244495, 9th, 5, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States,?
tst1389,38, State-gov, 314052, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States,?
tst1390,54, Private, 135388, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States,?
tst1391,71, ?, 116165, Some-college, 10, Widowed, ?, Not-in-family, White, Female, 0, 0, 14, Canada,?
tst1392,28, ?, 174666, 10th, 6, Separated, ?, Not-in-family, White, Male, 0, 0, 80, United-States,?
tst1393,43, Private, 173316, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1394,17, Private, 275051, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 8, United-States,?
tst1395,42, Private, 204235, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1396,28, State-gov, 37250, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 16, United-States,?
tst1397,26, Private, 124111, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 36, United-States,?
tst1398,17, Local-gov, 195262, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States,?
tst1399,24, Private, 281356, 1st-4th, 2, Never-married, Farming-fishing, Not-in-family, Other, Male, 0, 0, 66, Mexico,?
tst1400,43, Private, 132393, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Poland,?
tst1401,46, Local-gov, 354962, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst1402,27, Private, 604045, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1403,43, Private, 64506, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1404,40, State-gov, 59460, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States,?
tst1405,32, Private, 191777, Masters, 14, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1406,49, ?, 350759, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst1407,38, Local-gov, 282753, Assoc-voc, 11, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States,?
tst1408,42, Self-emp-not-inc, 79531, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst1409,72, Private, 156310, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 2414, 0, 12, United-States,?
tst1410,49, Self-emp-not-inc, 343742, 10th, 6, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 32, United-States,?
tst1411,33, Private, 202822, 7th-8th, 4, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 14, Trinadad&Tobago,?
tst1412,45, Private, 192776, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 55, United-States,?
tst1413,41, Private, 113324, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
